FID,FACILITY,SADDR,SCITY,SSTATE,SZIP,FCOUNTY,FPHONE,STYPE,LICNO,LICENSEE,CAPACITY,EXPIRES
"080200","Ultimate Family Care - 6","309 Robert F. Hargrove Road","Mt. Olive","NC","28365","Duplin","(919)880-3144","MHL","MHL-031-073","Ultimate Family Care Home, Inc.",6,12/31/2018
"990110","Ultimate Family Care Home #10","223 Robert F. Hargrove Road","Mt. Olive","NC","28365","Duplin","(919)658-6178","MHL","MHL-031-076","Ultimate Family Care Inc.",6,12/31/2018
"991056","Warsaw Group Home","716 Curtis Road","Warsaw","NC","28398","Duplin","(910)293-7871","MHL","MHL-031-039","Duplin Sampson Group Homes, Inc.",6,12/31/2018
"140448","A Positive Solution","228 South Bend Drive","Durham","NC","27713","Durham","(919)973-0726","MHL","MHL-032-596","Alberta Professional Services, Inc.",3,12/31/2018
"030235","Absolute Home-Roxboro Street","2826 South Roxboro Road","Durham","NC","27707","Durham","(919)662-7877","MHL","MHL-032-611","Absolute Home & Community Services, Inc.",6,12/31/2018
"150008","Adaptive Integrated Methods, LLC","4004 Ben Franklin Blvd. Suite B","Durham","NC","27704","Durham","(919)471-5474","MHL","MHL-032-572","Adaptive Integrated Methods, LLC",0,12/31/2018
"150008","Adaptive Integrated Methods, LLC","4004 Ben Franklin Blvd. Suite B","Durham","NC","27704","Durham","(919)471-5474","MHL","MHL-032-572","Adaptive Integrated Methods, LLC",0,12/31/2018
"150008","Adaptive Integrated Methods, LLC","4004 Ben Franklin Blvd. Suite B","Durham","NC","27704","Durham","(919)471-5474","MHL","MHL-032-572","Adaptive Integrated Methods, LLC",0,12/31/2018
"150281","Advantage Care Vocational Center","3600 North Duke Street, Suite 100","Durham","NC","27704","Durham","(919)471-1314","MHL","MHL-032-600","Advantage Care In Home Services, Inc.",0,12/31/2018
"961021","Athens Place","1921 Athens Avenue","Durham","NC","27707","Durham","(919)220-0021","MHL","MHL-032-597","PHP of NC, Inc.",3,12/31/2018
"090935","B & D Integrated Health Services","249 East NC Hwy 54, Suite 320","Durham","NC","27713","Durham","(919)753-1080","MHL","MHL-032-521","B & D Integrated Health Services, Inc.",0,12/31/2018
"090935","B & D Integrated Health Services","249 East NC Hwy 54, Suite 320","Durham","NC","27713","Durham","(919)753-1080","MHL","MHL-032-521","B & D Integrated Health Services, Inc.",0,12/31/2018
"170172","BAART Community Healthcare","800 N. Mangum St., Suites 300 & 400","Durham","NC","27701-2260","Durham","(919)683-1607","MHL","MHL-032-412","BAART Community Healthcare",0,12/31/2018
"170172","BAART Community Healthcare","800 N. Mangum St., Suites 300 & 400","Durham","NC","27701-2260","Durham","(919)683-1607","MHL","MHL-032-412","BAART Community Healthcare",0,12/31/2018
"170172","BAART Community Healthcare","800 N. Mangum St., Suites 300 & 400","Durham","NC","27701-2260","Durham","(919)683-1607","MHL","MHL-032-412","BAART Community Healthcare",0,12/31/2018
"061194","Better Living Concepts of Durham, LLC","909 Garcia Avenue","Durham","NC","27704","Durham","(919)477-5825","MHL","MHL-032-403","Ben Ouma Nyabwa",6,12/31/2018
"070201","Break Out, LLC","412 Pineland Avenue","Durham","NC","27704","Durham","(919)220-2181","MHL","MHL-032-414","Break Out, LLC",4,12/31/2018
"160119","Bridging the Gap Day Services","2945 South Miami Boulevard, Suite 114","Durham","NC","27703","Durham","(919)381-4749","MHL","MHL-032-520","Bridging the Gap Residential Services, LLC",0,12/31/2018
"170196","Bridging the Gap Residential Services","313 Wellwater Avenue","Durham","NC","27704","Durham","(919)641-8378","MHL","MHL-032-419","Bridging the Gap Residential Services, LLC",4,12/31/2018
"110349","Bridging the Gap Residential Services II","2010 Lime Street","Durham","NC","27704","Durham","(919)956-8959","MHL","MHL-032-451","Bridging the Gap Residential Services, LLC",4,12/31/2018
"150518","Bridging the Gap Residential Services III","103 Turkey Oak Drive","Durham","NC","27704","Durham","(919)641-8378","MHL","MHL-032-606","Bridging the Gap Residential Services, LLC",4,12/31/2018
"150556","Bridging the Gap Residential Services IV","716 Poplar Street","Durham","NC","27703","Durham","(919)381-6053","MHL","MHL-032-608","Bridging the Gap Residential Services, LLC",4,12/31/2018
"100732","CAPS 4 U, Inc.","3925 North Duke Street, Suite 123","Durham","NC","27704","Durham","(919)680-8833","MHL","MHL-032-553","CAPS 4 U, Inc.",0,12/31/2018
"100732","CAPS 4 U, Inc.","3925 North Duke Street, Suite 123","Durham","NC","27704","Durham","(919)680-8833","MHL","MHL-032-553","CAPS 4 U, Inc.",0,12/31/2018
"110951","CCCI/DP1","3308 Durham Chapel Hill Blvd., Building F","Durham","NC","27707","Durham","(919)402-0323","MHL","MHL-032-590","Comprehensive Community Care, Inc.",0,12/31/2018
"920156","Cambian Place Group Home","23 Cambian Place","Durham","NC","27704","Durham","(919)687-4564","MHL","MHL-032-266","Durham County Community Living Programs, Inc.",5,12/31/2018
"061362","Care Health Services 1","502 Hugo Street","Durham","NC","27704","Durham","(919)220-9084","MHL","MHL-032-609","Enhancement Health Care, Inc.",5,12/31/2018
"030752","Care Health Services II","2801 Darrow Road","Durham","NC","27704","Durham","(919)682-8452","MHL","MHL-032-592","Enhancement Health Care, Inc.",3,12/31/2018
"120380","Caring Hands & Supplementary Enrichment Education, LLC","103 Bassett Hall Drive","Durham","NC","27703","Durham","(919)908-9559","MHL","MHL-032-562","Caring Hands & Supplementary Enrichment Education, LLC",3,12/31/2018
"110849","Carolina Community Support Services, Inc.","411 Andrews Road, Suite #130","Durham","NC","27705","Durham","(919)682-5777","MHL","MHL-032-524","Carolina Community Support Services, Inc.",0,12/31/2018
"920178","Carpenter-Fletcher Road Group Home","1119 Carpenter Fletcher Road","Durham","NC","27713","Durham","(919)544-2433","MHL","MHL-032-264","Durham County Community Living Programs, Inc.",5,12/31/2018
"921633","Chandler Road","342 Chandler Road","Durham","NC","27707","Durham","(919)598-2558","MHL","MHL-032-043","RHA Health Services NC, LLC",6,12/31/2018
"120310","Changing Lives Residential Care","111 North Guthrie Avenue","Durham","NC","27703","Durham","(919)730-9917","MHL","MHL-032-583","Changing Lives Enrichment Center Inc.",6,12/31/2018
"160436","Community Choices, Inc - Cascade @ Durham","1801 Williamsburg Road, Apartment F","Durham","NC","27707","Durham","(919)403-6108","MHL","MHL-032-390","Community Alternatives, Inc.",14,12/31/2018
"170319","Community Choices, Inc. - CASCADE @ Durham","2634 Chapel Hill Blvd., Suite 212","Durham","NC","27707","Durham","(919)490-6900","MHL","MHL-032-391","Community Choices, Inc.",0,12/31/2018
"170319","Community Choices, Inc. - CASCADE @ Durham","2634 Chapel Hill Blvd., Suite 212","Durham","NC","27707","Durham","(919)490-6900","MHL","MHL-032-391","Community Choices, Inc.",0,12/31/2018
"921678","Community House II-Durham","409 Ebon Road","Durham","NC","27713-1621","Durham","(919)294-6909","MHL","MHL-032-500","New Destinations, Inc.",6,12/31/2018
"921679","Community House-Durham","1524 Southwood Drive","Durham","NC","27707","Durham","(919)937-9018","MHL","MHL-032-499","New Destinations, Inc.",6,12/31/2018
"110088","D.H.D. Group Home","1211 Camden Avenue","Durham","NC","27701","Durham","(919)608-5267","MHL","MHL-032-370","Derik Lee Abney",6,12/31/2018
"061089","Destiny Home ,Inc.","630 Rippling Stream Road","Durham","NC","27704","Durham","(919)477-4694","MHL","MHL-032-389","Destiny Home, Inc.",6,12/31/2018
"060725","Devereux Residential Services, LLC","2 Callahan Circle","Durham","NC","27703","Durham","(919)957-0145","MHL","MHL-032-382","Jennifer Williams",3,12/31/2018
"010851","Devereux Residential Services-Alpha Drive","906 Alpha Drive","Durham","NC","27703","Durham","(919)598-9911","MHL","MHL-032-270","Devereux Residential Services, LLC",3,12/31/2018
"990943","Devereux Residential Services-Kincaid Court","5 Kincaid Court","Durham","NC","27703","Durham","(919)598-8636","MHL","MHL-032-228","Devereux Residential Services, LLC",2,12/31/2018
"090536","Diverse Family Services, LLC","3519 Fayetteville Street","Durham","NC","27707","Durham","(919)683-9560","MHL","MHL-032-533","Diverse Family Services, LLC",0,12/31/2018
"920312","Dixon Road Group Home","3520 Dixon Road","Durham","NC","27707","Durham","(919)493-5377","MHL","MHL-032-267","Durham County Community Living Programs, Inc.",5,12/31/2018
"061230","Don's Adult Care Group Home","1925 Apex Highway","Durham","NC","27707","Durham","(919)682-1275","MHL","MHL-032-404","Donald E. Brown, Sr.",4,12/31/2018
"050577","Durham County Criminal Justice Resource Center","326 East Main Street","Durham","NC","27701","Durham","(919)560-0500","MHL","MHL-032-159","Durham County Government",0,12/31/2018
"050577","Durham County Criminal Justice Resource Center","326 East Main Street","Durham","NC","27701","Durham","(919)560-0500","MHL","MHL-032-159","Durham County Government",0,12/31/2018
"060389","Durham Exchange Club Industries Inc.","1717 Lawson St.","Durham","NC","27703","Durham","(919)596-1341","MHL","MHL-032-379","Durham Exchange Club Industries, Inc.",0,12/31/2018
"041258","Durham Men's Halfway House","529 Holloway Street","Durham","NC","27701","Durham","(919)425-5472","MHL","MHL-032-367","Freedom House Recovery Center, Inc.",11,12/31/2018
"943380","Durham Recovery Response Center","309 Crutchfield St","Durham","NC","27704","Durham","(919)560-7305","MHL","MHL-032-605","Recovery Innovations, Inc.",16,12/31/2018
"943380","Durham Recovery Response Center","309 Crutchfield St","Durham","NC","27704","Durham","(919)560-7305","MHL","MHL-032-605","Recovery Innovations, Inc.",16,12/31/2018
"060480","Durham Treatment Center","1913 Lamar Street","Durham","NC","27705","Durham","(919)286-1509","MHL","MHL-032-233","Metro Treatment of NC, LP",0,12/31/2018
"030820","Enhancement Health Care","917 Lancaster Street","Durham","NC","27705","Durham","(919)416-4940","MHL","MHL-032-568","Enhancement Health Care, Inc.",3,12/31/2018
"110660","Faith Homes & Habilitation, LLC","2711 Fayetteville Street","Durham","NC","27707","Durham","(919)401-5781","MHL","MHL-032-523","Destiny Pursuits, Inc.",6,12/31/2018
"080315","Fayetteville Street Community Living Home","111 North Maple Street","Durham","NC","27703","Durham","(919)596-9801","MHL","MHL-032-445","Robin A. Williams",5,12/31/2018
"150419","Fayetteville Street Community Living Home #2","1023 S. Mineral Springs Road","Durham","NC","27703","Durham","(984)219-1994","MHL","MHL-032-604","Fayetteville Street Community Living Home #2",2,12/31/2018
"160615","Fidelity Community Support Group, Inc.","4324 South Alston Avenue, Suite 203","Durham","NC","27713","Durham","(919)806-0009","MHL","MHL-032-526","Fidelity Community Support Group, Inc.",0,12/31/2018
"070355","First Step Services, LLC","3329 Chapel Hill Blvd., Suite 201","Durham","NC","27707","Durham","(919)419-0229","MHL","MHL-032-384","First Step Services, LLC",0,12/31/2018
"070355","First Step Services, LLC","3329 Chapel Hill Blvd., Suite 201","Durham","NC","27707","Durham","(919)419-0229","MHL","MHL-032-384","First Step Services, LLC",0,12/31/2018
"070355","First Step Services, LLC","3329 Chapel Hill Blvd., Suite 201","Durham","NC","27707","Durham","(919)419-0229","MHL","MHL-032-384","First Step Services, LLC",0,12/31/2018
"960828","Francis Street Women's Halfway House","2404 Francis Street","Durham","NC","27707","Durham","(919)425-5453","MHL","MHL-032-335","Freedom House Recovery Center, Inc.",10,12/31/2018
"120175","Freedom House Outpatient Clinic","400 Crutchfield Street, Suite D","Durham","NC","27704","Durham","(919)816-2458","MHL","MHL-032-607","Freedom House Recovery Center, Inc.",0,12/31/2018
"120175","Freedom House Outpatient Clinic","400 Crutchfield Street, Suite D","Durham","NC","27704","Durham","(919)816-2458","MHL","MHL-032-607","Freedom House Recovery Center, Inc.",0,12/31/2018
"060178","Great Bend Group Home","2003 Great Bend Drive","Durham","NC","27704","Durham","(919)688-2730","MHL","MHL-032-259","Autism Services, Inc.",6,12/31/2018
"070126","Harvest of Hope","2509 Lane Street","Durham","NC","27707","Durham","(973)713-0726","MHL","MHL-032-411","Hazel Clinkscales/ Hattie Carrington",4,12/31/2018
"030779","Healing with CAARE Substance Abuse Treatment Facility","214 Broadway Street","Durham","NC","27701","Durham","(919)683-5300","MHL","MHL-032-297","Healing with CAARE, Inc.",0,12/31/2018
"030779","Healing with CAARE Substance Abuse Treatment Facility","214 Broadway Street","Durham","NC","27701","Durham","(919)683-5300","MHL","MHL-032-297","Healing with CAARE, Inc.",0,12/31/2018
"030779","Healing with CAARE Substance Abuse Treatment Facility","214 Broadway Street","Durham","NC","27701","Durham","(919)683-5300","MHL","MHL-032-297","Healing with CAARE, Inc.",0,12/31/2018
"030779","Healing with CAARE Substance Abuse Treatment Facility","214 Broadway Street","Durham","NC","27701","Durham","(919)683-5300","MHL","MHL-032-297","Healing with CAARE, Inc.",0,12/31/2018
"030779","Healing with CAARE Substance Abuse Treatment Facility","214 Broadway Street","Durham","NC","27701","Durham","(919)683-5300","MHL","MHL-032-297","Healing with CAARE, Inc.",0,12/31/2018
"080766","Herbert Way of Living, LLC","519 East Club Boulevard","Durham","NC","27704-4501","Durham","(919)317-1270","MHL","MHL-032-398","Herbert Way of Living, LLC",4,12/31/2018
"041069","Hickory Glen Home","104 Hickory Glen Lane","Durham","NC","27703","Durham","(919)596-4142","MHL","MHL-032-249","Comprehensive Community Care, Inc.",3,12/31/2018
"090436","Holloway Street Home","4795 Stanley Road","Durham","NC","27704","Durham","(919)528-2558","MHL","MHL-032-061","RHA Health Services NC, LLC",6,12/31/2018
"140227","House of Care, Inc.","5800 Lake Elton Road","Durham","NC","27713","Durham","(919)401-6466","MHL","MHL-032-243","House of Care, Inc.",3,12/31/2018
"150400","House of Care, Inc.","3500 Westgate Drive, Suite 103","Durham","NC","27707","Durham","(919)493-6871","MHL","MHL-032-502","House of Care, Inc.",0,12/31/2018
"150400","House of Care, Inc.","3500 Westgate Drive, Suite 103","Durham","NC","27707","Durham","(919)493-6871","MHL","MHL-032-502","House of Care, Inc.",0,12/31/2018
"160537","House of Care, Inc.","1118 Kimball Drive","Durham","NC","27712","Durham","(919)493-6871","MHL","MHL-032-613","House of Care, Inc.",6,12/31/2018
"050258","Inez's House (HC), LLC","2811 Independence Avenue","Durham","NC","27703","Durham","(919)596-3416","MHL","MHL-032-356","Hattie C. Dunham",6,12/31/2018
"150351","Innovative Care of RTP","107 Elmsford Street","Durham","NC","27703","Durham","(919)598-1296","MHL","MHL-032-601","Easter Seals UCP NC & VA",3,12/31/2018
"040031","Johnson's House of Hope Family Care Home, LLC","2509 Rolling Pines Avenue","Durham","NC","27703","Durham","(919)598-6416","MHL","MHL-032-317","Carol Johnson",6,12/31/2018
"922084","Kenwood Drive Home","5004 Kenwood Road","Durham","NC","27712","Durham","(919)251-9156","MHL","MHL-032-079","Autism Services, Inc.",6,12/31/2018
"922086","Keywest Center","1722 Athens Avenue","Durham","NC","27707","Durham","(919)682-9392","MHL","MHL-032-049","The Keywest Center, Inc.",6,12/31/2018
"120214","Loving Arms Tender Touch (LATT)","1315-B Ripley Street","Durham","NC","27707","Durham","(919)489-5819","MHL","MHL-032-584","Elspeth V. Walker and Joseph T. Walker",2,12/31/2018
"922165","Lynn Road","515 Lynn Road","Durham","NC","27707","Durham","(919)596-0307","MHL","MHL-032-058","RHA Health Services NC, LLC",6,12/31/2018
"170311","Makin' Choices, Inc.","2609 N. Duke Street, Bldg. 900","Durham","NC","27704","Durham","(919)317-1170","MHL","MHL-032-507","Makin' Choices, Inc.",0,12/31/2018
"170311","Makin' Choices, Inc.","2609 N. Duke Street, Bldg. 900","Durham","NC","27704","Durham","(919)317-1170","MHL","MHL-032-507","Makin' Choices, Inc.",0,12/31/2018
"170386","Matchbox Health Services Corporation","2310 South Miami Blvd., Suite 139","Durham","NC","27703","Durham","(919)281-0153","MHL","MHL-032-477","Matchbox Health Services Corporation",0,12/31/2018
"920775","Melbourne Street Group Home","311 Melbourne Street","Durham","NC","27703","Durham","(919)596-8156","MHL","MHL-032-265","Durham County Community Living Programs, Inc.",5,12/31/2018
"050157","Melody House","2724 Marlin Drive","Durham","NC","27703","Durham","(919)908-6837","MHL","MHL-032-423","Melody House, LLC",5,12/31/2018
"060506","Melody House","2727 Marlin Dr","Durham","NC","27703","Durham","(919)864-9027","MHL","MHL-032-383","Tammy D. Carrington-Hatley",4,12/31/2018
"030561","Melody House #1, LLC","3116 Cedarwood Drive","Durham","NC","27701","Durham","(919)251-9692","MHL","MHL-032-498","Melody House, LLC",6,12/31/2018
"061258","Michael's Place, Inc.","2815 Cascadilla Street","Durham","NC","27704","Durham","(919)491-5720","MHL","MHL-032-415","Michael's Place, Inc.",3,12/31/2018
"922230","Mineral Springs I","414 Mineral Springs Road","Durham","NC","27703","Durham","(919)596-6193","MHL","MHL-032-056","RHA Health Services NC, LLC",6,12/31/2018
"922231","Mineral Springs II","410 Mineral Springs Road","Durham","NC","27703","Durham","(919)596-7954","MHL","MHL-032-057","RHA Health Services NC, LLC",6,12/31/2018
"170107","Montclair Group Home","106 Montclair Circle","Durham","NC","27713","Durham","(984)219-6512","MHL","MHL-032-248","Comprehensive Community Care, Inc.",3,12/31/2018
