XFCOUNTY,XFACILITY,XCAP,LLICENSEE,XSADDR,XSCITY,XSSTATE,XSZIP,XFADDR1,XFADDR2,XFCITY,XFSTATE,XFZIP,XFPHONE,XFFAX,LLICENSNO,XFID,XSTATUS,STARS
"Wake","Val's Place",6,"Val's Place, LLC","4910 Morehead Drive","Raleigh","NC","27612","4910 Morehead Drive","","Raleigh","NC","27612","(919)665-8984","","FCL-092-213","150486","Active",3
"Wake","Val's Place at Brookhaven",6,"Val's Place at Brookhaven LLC","6112 Winthrop Drive","Raleigh","NC","27612","6112 Winthrop Drive","","Raleigh","NC","27612","(919)977-7185","(919)977-7185","FCL-092-229","160499","Active",0
"Wake","Worthdale Family Care Home",5,"Stella Harrington","933 Friar Tuck Road","Raleigh","NC","27610","933 Friar Tuck Road","","Raleigh","NC","27610","(919)231-9706","(919)212-1179","FCL-092-037","921374","Active",4
"Wake","Wrenette's Place",6,"Wrenette's Place Inc.","7029 San Juan Hill Court","Raleigh","NC","27610","PO Box 1095","","Knightdale","NC","27545","(919)779-4456","(919)772-9448","FCL-092-140","080435","Active",3
"Warren","Boyd's Rest Home #1",5,"Ann B. Crawford","295 Carrolltown Road","Macon","NC","27551","295 Carrolltown Road","","Macon","NC","27551","(252)257-4731","(252)257-9149","FCL-093-001","920113","Active",4
"Warren","Moore's Rest Home",6,"Robert Moore Jr","123 Moore Road","Warrenton","NC","27589","123 Moore Road","","Warrenton","NC","27589","(252)257-4665","(252)257-4665","FCL-093-011","920806","Active",3
"Warren","Pivotal Care",6,"Pivotal Care Group, Inc.","303 W. Franklin Street","Warrenton","NC","27589","2905 Guess Road, Suite 5","","Durham","NC","27705","(919)630-7103","(919)477-4282","FCL-093-012","920621","Active",3
"Wayne","Always Compassionate Family Care",3,"Always Compassionate Family Care Home LLC","2907 NC 581 N","Fremont","NC","27830","2967 Nahunta Road","","Pikeville","NC","27863","(919)709-4338","(919)709-4020","FCL-096-044","110987","Active",4
"Wayne","Barnes Family Care Home # 3",6,"Carrie B. Dudley","100 Perkins Street","Goldsboro","NC","27530","PO Box 2503","","Kinston","NC","28502","(252)286-6803","(252)643-0408","FCL-096-050","931113","Active",4
"Wayne","Best-Side Family Care Home",4,"Herline Best & Larry Best","502 Stronach Avenue","Goldsboro","NC","27530","1705 Middleton Rd","","Goldsboro","NC","27530","(919)330-5614","(919)330-5614","FCL-096-046","101061","Active",0
"Wayne","Carolina Living Assisted Care",6,"James T. and Kimberly W. Crocker","103 Southeast Railroad Street","Pikeville","NC","27863","3839 NC 581 North","","Kenly","NC","27542","(919)242-3114","(919)242-3114","FCL-096-045","070729","Active",4
"Wayne","Grantham Family Care # II",6,"Elizabeth Grantham","107 N. Georgia Avenue","Goldsboro","NC","27530","P.O. Box 1617","","Goldsboro","NC","27533","(919)731-3053","(919)731-3053","FCL-096-009","920443","Active",4
"Wayne","Helping Hands Family Care Home",6,"Always Compassionate Family Care Home, LLC","321 Buck Swamp Road","Goldsboro","NC","27530","2967 Nahunta Road","","Pikeville","NC","27863","(919)330-4277","(919)429-6001","FCL-096-048","150271","Active",0
"Wayne","Morning Glory Family Care",6,"Joyce Applewhite","112 S. Church Street","Eureka","NC","27830","112 S Church Road","","Eureka","NC","27830","(919)242-4359","(919)242-4359","FCL-096-038","960906","Active",3
"Wayne","Stancil's Family Care Home",6,"Stancil's Family Care Home LLC","781 Old Mt. Olive Highway","Dudley","NC","28333","781 Old Mt. Olive Highway","","Dudley","NC","28333","(919)734-2700","(919)736-7891","FCL-096-003","921144","Active",3
"Wilson","Barnes Family Care #2/ Herbert Reid Home",5,"Simon Barnes, Jr., Laconia Barnes & Joyce Barnes","1006 Corbett Avenue","Wilson","NC","27896-1912","1006 Corbett Avenue","","Wilson","NC","27893-1912","(252)291-0993","(252)237-1413","FCL-098-013","930161","Active",4
"Wilson","Barnes Family Care Home",6,"Simon Barnes, Jr., Laconia Barnes & Joyce Barnes","1008 Corbett Avenue","Wilson","NC","27893-1912","1008 Corbett Avenue","","Wilson","NC","27893-1912","(252)291-0993","(252)237-1413","FCL-098-001","920069","Active",4
"Wilson","Bunch Love Family Care Home",6,"Bunch Love Family Care Home, Inc.","2100 Cotton Circle","Wilson","NC","27893","2100 Cotton Circle","","Wilson","NC","27893","(252)234-1816","(252)234-1818","FCL-098-031","010436","Active",3
"Wilson","Called 2 Care Family Care Home # 2",5,"Mary Hyman","502 Poe Street","Wilson","NC","27893","502 Poe Street","","Wilson","NC","27893","(252)991-6533","(252)991-6533","FCL-098-032","150027","Active",3
"Wilson","Called 2 Care Family Care Home # 3",6,"Mary Hyman","504 Poe Street","Wilson","NC","27893","504 Poe Street","","Wilson","NC","27893","(252)239-0140","(252)239-0140","FCL-098-034","160229","Active",0
