FID,ID,SECCLASS,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,WEBSITE,NPI,ENT_TYPE,ORGAN_NAME,PROVID_11,PROVID_12,PROVID_20,PROVID_21,PROVID_22,PROVID_23,PROVID_24,PROVID_25,PROVID_26,PROVID_27,PROVID_36,LASTUP_37,HEALTH_47,PROVID_48,PROVID_49,HEALTH_51,PROVID_52,PROVID_53,HEALTH_55,PROVID_56,PROVID_57,HEALTH_59,PROVID_60,PROVID_61,HEALTH_63,PROVID_64,PROVID_65,HEALTH_67,PROVID_68,PROVID_69,HEALTH_71,PROVID_72,PROVID_73,HEALTH_75,PROVID_76,PROVID_77,HEALTH_79,PROVID_80,PROVID_81,HEALTH_83,PROVID_84,PROVID_85,HEALTH_87,PROVID_88,PROVID_89,HEALTH_91,PROVID_92,PROVID_93,HEALTH_95,PROVID_96,PROVID_97,HEALTH_99,PROVID_100,PROVID_101,HEALTH_103,PROVID_104,PROVID_105
42351,11699513,UNCLASSIFIED,CENTRAL DRUG STORE,704-629-2163,112 WEST VIRGINIA AVENUE, ,BESSEMER CITY,NC,28016,2373,GASTON,37071, , , , ,2010-08-31T00:00:00.000Z,ALT REF,2010-08-31T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,28213447,-81.2844252,35.285087,NAVTEQ,2009Q4,ONENTITY, ,TECHNIGRAPHICS, ,1164560157,2,PUTNAM DRUG INC,CENTRAL DRUG OF BESSEMER CITY,3,PO BOX 27, ,BESSEMER CITY,NC,280160027,US, , ,02/02/2007,10/15/2008,333600000X, , ,3336C0003X,7021,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42352,11699010,UNCLASSIFIED,WALGREENS - 10253,704-795-0091,10 PITTS SCHOOL ROAD SOUTHWEST, ,CONCORD,NC,28027, ,CABARRUS,37025, , , , ,2010-06-01T00:00:00.000Z,ALT REF,2010-06-01T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,28206713,-80.6653647,35.3691946,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALGREENS.COM,1659426153,2,WALGREEN CO.,WALGREENS #10253,3,1901 E VOORHEES ST,MAILSTOP #720,DANVILLE,IL,618344509,US,2175548964,2175548546,01/24/2007,06/11/2008,332B00000X, , ,3336C0003X, , ,333600000X,09456,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42353,11682115,UNCLASSIFIED,HARRIS TEETER - 345,336-584-5168,2727 SOUTH CHURCH STREET,DIXIE VILLAGE SHOPPING CENTER,BURLINGTON,NC,27215,5103,ALAMANCE,37001, , , , ,2010-08-31T00:00:00.000Z,PHONE,2010-08-31T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,716529206,-79.4836085,36.082233,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.HARRISTEETER.COM,1275636755,2,"HARRIS TEETER, INC.",HARRIS TEETER PHARMACY,5,701 CRESTDALE RD, ,MATTHEWS,NC,281051700,US,7048443100,7048446556,09/07/2006,07/04/2008,3336C0003X,06523,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42354,11665885,UNCLASSIFIED,TARGET,336-856-1298,1212 BRIDFORD PARKWAY, ,GREENSBORO,NC,27407,2645,GUILFORD,37081, , , , ,2010-05-26T00:00:00.000Z,ALT REF,2010-05-26T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,17065405,-79.9075292,36.0564346,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.TARGET.COM,1063434629,2,TARGET CORPORATION AND SUBSIDIARIES,TARGET PHARMACY,3,1000 NICOLLET MALL # 0910, ,MINNEAPOLIS,MN,554032542,US, , ,07/24/2006,09/15/2008,332B00000X, , ,333600000X, , ,3336C0003X,7006,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42355,11656510,UNCLASSIFIED,KMART,336-632-4503,1302 BRIDFORD PARKWAY, ,GREENSBORO,NC,27407,2654,GUILFORD,37081, , , , ,2010-05-26T00:00:00.000Z,ALT REF,2010-05-26T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,17066540,-79.9044643,36.0529528,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.KMART.COM,1568493617,2,K MART CORP,KMART PHARMACY4956,3,3333 BEVERLY RD,AC 367 B,HOFFMAN ESTATES,IL,601790001,US,8472864089,8472861603,07/06/2006,12/28/2009,332B00000X, , ,3336C0003X,09862,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42356,11698966,UNCLASSIFIED,METROVIEW PHARMACY,704-334-7286,1900 RANDOLPH ROAD,"METROVIEW BUILDING, SUITE 102",CHARLOTTE,NC,28207,1122,MECKLENBURG,37119, , , , ,2010-05-28T00:00:00.000Z,ALT REF,2010-05-28T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,135924337,-80.8245861,35.210292,NAVTEQ,2009Q4,ONENTITY, ,TECHNIGRAPHICS, ,1124172119,2,METROVIEW PHARMACY INC, , ,1900 RANDOLPH RD,STE 102,CHARLOTTE,NC,282071122,US,7043347286,7043342737,01/23/2007,07/08/2007,333600000X,3601,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42357,11678775,UNCLASSIFIED,KERR DRUG,336-275-3318,2190 LAWNDALE DRIVE, ,GREENSBORO,NC,27408,7102,GUILFORD,37081, , , , ,2010-06-10T00:00:00.000Z,ALT REF,2010-06-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,17055752,-79.8167079,36.0970688,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.KERRDRUG.COM,1588774285,2,KERR DRUG INC A DELAWARE COMPANY,KERR DRUG 332,3,2190 LAWNDALE DR, ,GREENSBORO,NC,274087102,US, , ,08/30/2006,07/08/2007,333600000X,7251,NC,3336C0003X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42359,11687428,UNCLASSIFIED,RITE AID - 11436,704-723-4948,3645 CONCORD PARKWAY SOUTH, ,CONCORD,NC,28027,9054,CABARRUS,37025, , , , ,2010-05-27T00:00:00.000Z,ALT REF,2010-05-27T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,118961531,-80.6639582,35.3713594,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RITEAID.COM,1457450785,2,ECKERD CORPORATION,RITE AID PHARMACY 11436,3,200 NEWBERRY COMMONS, ,ETTERS,PA,173199363,US,7177612633,7179758659,09/22/2006,01/13/2010,332B00000X, , ,3336C0003X,8614,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42361,11660912,UNCLASSIFIED,WAL-MART SUPERCENTER - 1027,704-788-3138,150 CONCORD COMMONS PLACE SOUTHWEST, ,CONCORD,NC,28027,5026,CABARRUS,37025, , , , ,2010-06-01T00:00:00.000Z,ALT REF,2010-06-01T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,125500568,-80.622799,35.3889416,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALMART.COM,1073530218,2,WAL-MART STORES EAST LP,WAL-MART PHARMACY,3,702 SW 8TH ST, ,BENTONVILLE,AR,727166209,US, , ,07/16/2006,01/26/2009,332B00000X, , ,333600000X, , ,3336C0003X,7952,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42362,11708480,UNCLASSIFIED,THE MEDICINE SHOPPE PHARMACY,704-786-0135,807 DAVIDSON DRIVE, ,CONCORD,NC,28025,4351,CABARRUS,37025, , , , ,2010-06-01T00:00:00.000Z,ALT REF,2010-06-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,28203553,-80.6026755,35.4308906,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.MEDICINESHOPPE.COM,1952552770,2,GEER ENTERPRISES INC,THE MEDICINE SHOPPE,3,807 DAVIDSON DR NW, ,CONCORD,NC,280254351,US,7047860135, ,10/10/2008,10/10/2008,3336C0003X,5151,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42364,11682075,UNCLASSIFIED,CVS - 3435,704-793-1629,589 UNITED STATES HIGHWAY 601 BYPASS SOUTH, ,CONCORD,NC,28025, ,CABARRUS,37025, , , , ,2010-06-01T00:00:00.000Z,ALT REF,2010-06-01T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,779191120,-80.5810807,35.3832891,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1649373275,2,REVCO DISCOUNT DRUG CENTERS INC,CVS PHARMACY # 03435,3,1 CVS DR,PO BOX 1075,WOONSOCKET,RI,028956146,US, , ,09/07/2006,02/04/2009,3336C0003X, , ,333600000X,6596,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42366,11647334,UNCLASSIFIED,ADVANCED HOME CARE,828-285-0239,120 SWEETEN CREEK ROAD, ,ASHEVILLE,NC,28803,1526,BUNCOMBE,37021, , , , ,2010-09-17T00:00:00.000Z,PHONE,2010-09-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,119011782,-82.5283213,35.5629202,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS, ,1861472094,2,"ADVANCED HOME CARE, INC.", , ,PO BOX 18049, ,GREENSBORO,NC,274198049,US,3368788950, ,01/23/2006,03/27/2009,332BP3500X,07152,NC,332BX2000X,00354,NC,333600000X,07152,NC,332B00000X,00354,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42367,11668928,UNCLASSIFIED,WALGREENS - 2540,828-268-0727,2184 BLOWING ROCK ROAD, ,BOONE,NC,28607,6154,WATAUGA,37189, , , , ,2010-06-11T00:00:00.000Z,ALT REF,2010-06-11T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,125327918,-81.6533847,36.19513,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALGREENS.COM,1386659464,2,WALGREEN CO,WALGREENS #02540,3,1901 E VOORHEES ST,MS #790,DANVILLE,IL,618344509,US,2175548964,2175548546,07/29/2006,11/20/2009,3336C0003X, , ,332B00000X, , ,333600000X,8992,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42369,11650219,UNCLASSIFIED,HARRISBURG'S HOMETOWN PHARMACY,704-454-7948,5006 HIGHWAY 49 SOUTH, ,HARRISBURG,NC,28075,8465,CABARRUS,37025, , , , ,2010-06-01T00:00:00.000Z,ALT REF,2010-06-01T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,17156805,-80.6590531,35.3217811,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.HARRISBURGPHARMACY.COM,1861430811,2,HARRISBURGS HOMETOWN PHARMACY INC, , ,5006 HWY 49 SOUTH, ,HARRISBURG,NC,28075,US,7044547948,7044558457,06/03/2006,06/19/2008,3336C0003X,09104,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42370,11682095,UNCLASSIFIED,CVS - 7317,336-667-0900,240 SPARTA ROAD, ,NORTH WILKESBORO,NC,28659,3122,WILKES,37193, , , , ,2010-06-09T00:00:00.000Z,ALT REF,2010-06-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,125070020,-81.1522054,36.198462,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1063515542,2,REVCO DISCOUNT DRUG CENTERS INC,CVS PHARMACY # 07317,3,1 CVS DR,PO BOX 1075,WOONSOCKET,RI,028956146,US, , ,09/07/2006,03/27/2009,3336C0003X, , ,333600000X,6743,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42371,11655580,UNCLASSIFIED,TROUTMAN 1ST RX PHARMACY,704-528-6611,106 WAGNER STREET, ,TROUTMAN,NC,28166,9627,IREDELL,37097, , , , ,2010-06-08T00:00:00.000Z,ALT REF,2010-06-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102547400,-80.8889819,35.7015505,NAVTEQ,2009Q4,ONENTITY, ,TECHNIGRAPHICS, ,1558390476,2,TROUTMAN 1ST RX PHARMACY, , ,837 N CENTER ST, ,STATESVILLE,NC,286773222,US,7048720880,7048710440,07/02/2006,07/08/2007,3336C0003X,7261,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42372,11680506,UNCLASSIFIED,HARRIS TEETER - 68,704-786-2534,358 GEORGE W LILES PARKWAY NORTHWEST,CODDLE CREEK VILLAGE,CONCORD,NC,28027, ,CABARRUS,37025, , , , ,2010-06-01T00:00:00.000Z,ALT REF,2010-06-01T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,799373685,-80.6633345,35.4121444,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.HARRISTEETER.COM,1689777534,2,"HARRIS TEETER, INC.",HARRIS TEETER PHARMACY,5,701 CRESTDALE RD, ,MATTHEWS,NC,281051700,US,7048443100,7048446556,09/06/2006,01/18/2008,3336C0003X,08491,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42374,11697248,UNCLASSIFIED,WILKES FAMILY PHARMACY,336-667-9347,1300 WESTWOOD LANE,SUITE A,WILKESBORO,NC,28697,2638,WILKES,37193, , , , ,2010-06-09T00:00:00.000Z,ALT REF,2010-06-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,109849973,-81.1666418,36.1323166,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WILKESFAMILYPHARMACY.COM,1568528446,2,DOUBLE D ENTERPRISES OF WILKES INC,WILKES FAMILY PHARMACY,3,1300 WESTWOOD LN STE A, ,WILKESBORO,NC,286972638,US, , ,12/28/2006,02/11/2010,333600000X, , ,3336C0003X,08875,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42375,11708514,UNCLASSIFIED,BURTON'S PHARMACY,336-272-7139,120 EAST LINDSAY STREET, ,GREENSBORO,NC,27401,3008,GUILFORD,37081, , , , ,2010-06-10T00:00:00.000Z,ALT REF,2010-06-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,17061110,-79.7892019,36.0764806,NAVTEQ,2009Q4,ONENTITY, ,TECHNIGRAPHICS, ,1326290784,2,BURTON'S PHARMACY INC.,BURTON'S HEALTH MART PHARMACY,3,120 E LINDSAY ST, ,GREENSBORO,NC,274013008,US,3362727139,3362724779,10/16/2008,10/16/2008,3336C0003X,3537,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42376,11675245,UNCLASSIFIED,MEDICAP PHARMACY,704-789-9681,361 GEORGE W LILES PARKWAY NORTHWEST, ,CONCORD,NC,28027, ,CABARRUS,37025, , , , ,2010-06-01T00:00:00.000Z,ALT REF,2010-06-01T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,799373685,-80.665869,35.4103827,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.MEDICAP.COM,1861507808,2,CREATIVE HEALTH INITIATIVES LTD,MEDICAP PHARMACY,3,361 GEO W LILES PKWY NW, ,CONCORD,NC,280276532,US, , ,08/20/2006,04/22/2008,333600000X,08126,NC,3336C0003X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42378,11694323,UNCLASSIFIED,MEDICAP PHARMACY,828-241-2422,201 2ND AVENUE SOUTHWEST, ,CATAWBA,NC,28609,8811,CATAWBA,37035, , , , ,2010-06-17T00:00:00.000Z,ALT REF,2010-06-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,715199969,-81.0771874,35.7052602,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.MEDICAP.COM,1982776514,2,MEDICAP PHARMACY OF CATAWBA LLC,MEDICAP PHARMACY,3,PO BOX 447, ,CATAWBA,NC,286090447,US, , ,11/15/2006,10/06/2008,3336C0003X,4246,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42379,11686553,UNCLASSIFIED,RITE AID - 11331,336-227-5506,1909 NORTH CHURCH STREET, ,BURLINGTON,NC,27217,2926,ALAMANCE,37001, , , , ,2010-05-13T00:00:00.000Z,ALT REF,2010-05-13T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,125448829,-79.4056389,36.0946699,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RITEAID.COM,1609975804,2,ECKERD CORPORATION,RITE AID PHARMACY 11331,3,200 NEWBERRY COMMONS, ,ETTERS,PA,173199363,US,7177612633,7179758659,09/22/2006,11/09/2009,332B00000X, , ,3336C0003X,8555,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42380,11679706,UNCLASSIFIED,NALLE PHARMACY,704-342-8180,1918 RANDOLPH ROAD,SUITE 120,CHARLOTTE,NC,28207,1107,MECKLENBURG,37119, , , , ,2010-06-02T00:00:00.000Z,ALT REF,2010-06-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,135924337,-80.8252591,35.2096034,NAVTEQ,2009Q4,ONENTITY, ,TECHNIGRAPHICS, ,1639281900,2,NALLE PHARMACY,NALLE PHARMACY,3,1918 RANDOLPH RD,STE 120,CHARLOTTE,NC,282071100,US, , ,08/31/2006,09/13/2007,3336S0011X, , ,3336C0004X, , ,3336C0003X,7565,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42381,11642993,UNCLASSIFIED,GORDON FAMILY PHARMACY INCORPORATED,828-877-6111,163 ROSMAN HIGHWAY, ,BREVARD,NC,28712,4119,TRANSYLVANIA,37175, , , , ,2010-09-21T00:00:00.000Z,PHONE,2010-09-21T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102369731,-82.7394362,35.2245943,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS, ,1881855260,2,GORDON FAMILY PHARMACY INC,GORDON FAMILY PHARMACY,3,163 ROSMAN HWY, ,BREVARD,NC,287124119,US,8288776111, ,06/19/2008,01/14/2010,3336C0003X,10096,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42383,11686649,UNCLASSIFIED,RITE AID - 11459,704-827-6005,617 HIGHLAND STREET, ,MOUNT HOLLY,NC,28120,2185,GASTON,37071, , , , ,2010-06-22T00:00:00.000Z,PHONE,2010-06-22T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,28213449,-81.0184944,35.2886555,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RITEAID.COM,1487753620,2,ECKERD CORPORATION,RITE AID PHARMACY 11459,3,200 NEWBERRY COMMONS, ,ETTERS,PA,173199363,US,7177612633,7179758659,09/22/2006,11/04/2009,332B00000X, , ,3336C0003X,8709,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42384,11708872,UNCLASSIFIED,WALGREENS - 12045,336-584-7265,2825 SOUTH CHURCH STREET, ,BURLINGTON,NC,27215,5105,ALAMANCE,37001, , , , ,2010-05-13T00:00:00.000Z,ALT REF,2010-05-13T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,127918728,-79.4824445,36.0813877,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALGREENS.COM,1346485547,2,WALGREEN CO,WALGREENS #12045,3,1901 E VOORHEES ST,M/S 720,DANVILLE,IL,618344509,US,2175548964, ,12/03/2008,03/12/2009,332B00000X, , ,3336C0003X, , ,333600000X,10214,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42385,11686648,UNCLASSIFIED,RITE AID - 11356,336-286-0048,500 PISGAH CHURCH ROAD, ,GREENSBORO,NC,27455,2524,GUILFORD,37081, , , , ,2010-05-26T00:00:00.000Z,ALT REF,2010-05-26T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,17048086,-79.7985199,36.131755,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RITEAID.COM,1578662714,2,ECKERD CORPORATION,RITE AID PHARMACY 11356,3,200 NEWBERRY COMMONS, ,ETTERS,PA,173199363,US,7177612633,7179758659,09/22/2006,01/20/2010,332B00000X, , ,3336C0003X,8653,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42386,11641218,UNCLASSIFIED,CROSSROADS PHARMACY,704-276-1078,3123 PLATEAU ROAD, ,NEWTON,NC,28658,8900,CATAWBA,37035, , , , ,2010-06-21T00:00:00.000Z,PHONE,2010-06-21T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,125095406,-81.3761924,35.6257534,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS, ,1104961739,2,CROSSROADS PHARMACY, , ,3123 PLATEAU RD, ,NEWTON,NC,286588900,US, , ,02/21/2007,07/08/2007,3336C0003X, , ,333600000X,8174,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42387,11707142,UNCLASSIFIED,CW WILLIAMS COMMUNITY HEALTH CENTER PHARMACY,704-393-7720,3333 WILKINSON BOULEVARD, ,CHARLOTTE,NC,28208,5631,MECKLENBURG,37119, , , , ,2010-05-21T00:00:00.000Z,ALT REF,2010-05-21T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,28227978,-80.896118,35.2241737,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CWWILLIAMS.ORG/CWWILLIAMS/HOME.HTML,1497912653,2,THE C. W. WILLIAMS COMMUNITY HEALTH CENTER PHARMACY, , ,PO BOX 668093, ,CHARLOTTE,NC,282668093,US,7043937720,7043910729,05/16/2008,05/16/2008,3336C0002X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42388,11681399,UNCLASSIFIED,CVS - 3711,336-852-9124,4700 PIEDMONT PARKWAY, ,JAMESTOWN,NC,27282,7505,GUILFORD,37081, , , , ,2010-06-03T00:00:00.000Z,ALT REF,2010-06-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,749464938,-79.9266308,36.0442532,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1356444053,2,REVCO DISCOUNT DRUG CENTERS INC,CVS PHARMACY # 03711,3,1 CVS DR,PO BOX 1075,WOONSOCKET,RI,028956146,US,4017651500, ,09/07/2006,11/19/2009,3336C0003X, , ,333600000X,6688,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42389,11689508,UNCLASSIFIED,BI-LO - 279,704-573-3938,9108 LAWYERS ROAD, ,CHARLOTTE,NC,28227,5146,MECKLENBURG,37119, , , , ,2010-05-21T00:00:00.000Z,ALT REF,2010-05-21T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,28182916,-80.6906333,35.1855724,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.BI-LO.COM,1215020409,2,"BI-LO, LLC.",BI-LO PHARMACY #279,3,PO BOX 99, ,MAULDIN,SC,296620099,US,8642132587,8642132503,10/02/2006,10/17/2007,332B00000X,8908,NC,3336C0003X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42391,11688525,UNCLASSIFIED,RITE AID - 11354,336-282-0556,3391 BATTLEGROUND AVENUE, ,GREENSBORO,NC,27410,2401,GUILFORD,37081, , , , ,2010-06-02T00:00:00.000Z,ALT REF,2010-06-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,127907713,-79.8455135,36.1204205,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RITEAID.COM,1720189582,2,ECKERD CORPORATION,RITE AID PHARMACY 11354,3,200 NEWBERRY COMMONS, ,ETTERS,PA,173199363,US,7177612633,7179758659,09/26/2006,02/19/2010,332B00000X, , ,3336C0003X,8650,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
