FACILITY,FADDR1,FCITY,FSTATE,FZIP,FPHONE,FCOUNTY,STYPE,SADDR,SCITY,SSTATE,SZIP,LICENSEE,LICNO,PENDING,FID,CLOSED,TERMINATED,HCACAT,HOSCAT,NPCAT,NSGSVCS,CLINICAL,IVSV,AIDESV,SWSV,PTSV,OTSV,SPSV,SPLYSV,NSGPOOL,POOLAIDE,HHASV,HHANO,HOSNO,HPBEDS,HRBEDS,EXPIRES,JCAHO,RJCAHO,ACHC,CARF,NARRAL,ACCHC,NHCC,PPH,CHAP,OTHERA
"American Health and Home Care, LLC","3822 North Elm Street","Greensboro","NC","27455-","(336)451-7768","Guilford","HC","3822 North Elm Street","Greensboro","NC","27455-","American Health and Home Care, LLC","HC3157",F,"051033",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Angel Hands Home Care","2722 North Church Street","Greensboro","NC","27405-","(336)375-8288","Guilford","HC","2722 North Church Street; Suite E","Greensboro","NC","27405-","Nurse Aid, LLC","HC1822",F,"991167",F,F,T,F,T,T,F,F,T,F,T,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Apria Healthcare LLC","26220 Enterprise Court","Lake Forest","CA","92630-","(336)632-9556","Guilford","HC","4249 Piedmont Parkway, Suite 101","Greensboro","NC","27410-","Apria Healthcare LLC","HC1096",F,"924324",F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,T,F,F,F,F,F,F,F,F,F
"At Home Care","5604 Old Fox Trail","Greensboro","NC","27407-","(336)218-8757","Guilford","HC","5604 Old Fox Trail","Greensboro","NC","27407-","Quillen Enterprises, Inc.","HC4073",F,"100404",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"At Home Senior Care of America, LLC","5695 New Avedon Drive","Greensboro","NC","27455-","(336)790-2850","Guilford","HC","5695 New Avedon Drive","Greensboro","NC","27455-","At Home Senior Care of America, LLC","HC4810",F,"150537",F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"BAYADA Home Health Care, Inc.","1500 Pinecroft Road","Greensboro","NC","27407-","(336)855-5220","Guilford","HC","1500 Pinecroft Road; Suite 204","Greensboro","NC","27407-","BAYADA Home Health Care Inc.","HC1887",F,"000387",F,F,T,F,T,T,F,T,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,T,F,F,F,F,F,F
"BAYADA Home Health Care, Inc.","1500 Pinecroft Road","Greensboro","NC","27407-","(336)315-7601","Guilford","HC","1500 Pinecroft Road; Suite 119","Greensboro","NC","27407-","BAYADA Home Health Care, Inc.","HC1286",F,"924739",F,F,T,F,F,T,F,T,T,T,T,T,T,F,F,F,T,"347211","",0,0,12/31/2018,F,F,F,F,F,F,F,F,T,F
"BAYADA Home Health Care, Inc.","1500 Pinecroft Road","Greensboro","NC","27407-","(336)627-8900","Guilford","HC","1500 Pinecroft Road; Suite 204B","Greensboro","NC","27407-","BAYADA Home Health Care, Inc.","HC2577",F,"040719",F,F,T,F,T,T,F,T,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,T,F
"Beacon In-Home Care, Inc.","2300 W. Meadowview Road","Greensboro","NC","27407-","(336)907-8130","Guilford","HC","2300 W. Meadowview Road; Suite 216","Greensboro","NC","27407-","Beacon In-Home Care, Inc.","HC2357",F,"030448",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Brightstar Care of South Greensboro","416 Gallimore Dairy Road","Greensboro","NC","27409-","(336)265-3500","Guilford","HC","416 Gallimore Dairy Road; Suite B","Greensboro","NC","27409-","Confident Hope, Inc.","HC4707",F,"140508",F,F,T,F,T,T,F,T,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,T,F,F,F,F,F,F,F,F,F
"Brookdale Home Health Winston","210 N. University Drive","Coral Springs","FL","33071-","(336)668-4558","Guilford","HC","7900 Triad Center Drive; Suite 250","Greensboro","NC","27409-9088","Innovative Senior Care Home Health of High Point LLC","HC0395",F,"953899",F,F,T,F,F,T,T,T,T,T,T,T,T,F,F,F,T,"347120","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Care Connection","1801 Westchester Drive","High Point","NC","27262-","(336)889-8446","Guilford","HC","1801 Westchester Drive","High Point","NC","27262-","Hospice of The Piedmont, Inc.","HC4703",F,"140490",F,F,T,F,F,T,F,T,F,T,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Care Experts Senior Home Care","5500 W. Friendly Avenue","Greensboro","NC","27410-","(336)763-2019","Guilford","HC","5500 W. Friendly Avenue, Suite 102-E","Greensboro","NC","27410-","DeLeon - DeLeon Companies LP","HC4671",F,"140277",F,F,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Caring Group of America","903 North Lindsay Street","High Point","NC","27262-","(336)740-9600","Guilford","HC","903 North Lindsay Street","High Point","NC","27262-","Caring Group of America, PLLC","HC4291",F,"110052",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Caring Hands Home Health, Inc.","2309 W. Cone Blvd.","Greensboro","NC","27408-","(336)389-1297","Guilford","HC","2309 W. Cone Blvd.; Suite 110","Greensboro","NC","27408-","Caring Hands Home Health, Inc.","HC2140",F,"020201",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Caring Hands Home Health, Incorporated","2309 W. Cone Blvd., Suite 110","Greensboro","NC","27408-","(336)883-4586","Guilford","HC","615 N. Hamilton Street, Suite B","High Point","NC","27262-","Caring Hands Home Health, Incorporated","HC2539",F,"040438",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Caring and Sharing Hearts, LLC","626 Walker Avenue","Greensboro","NC","27401-","(336)681-4420","Guilford","HC","626 Walker Avenue; Unit E","Greensboro","NC","27401-","Caring and Sharing Hearts, LLC","HC4948",F,"170545",F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Choice Home Medical Equipment Inc.","8642 West Market Street","Greensboro","NC","27409-","(336)665-0606","Guilford","HC","8642 West Market Street; Suite 158","Greensboro","NC","27409-","Choice Home Medical Equipment, Inc.","HC3764",F,"090103",F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,T,F,F,F,F,F,F,F
"Christy Healthcare Services, PLLC","1504 Southtree Lane","High Point","NC","27263-","(336)307-2429","Guilford","HC","1504 Southtree Lane","High Point","NC","27263-","Christy Health-Care Services, PLLC","HC4544",F,"120249",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"ComForCare Triad","233 N Spring Street","Greensboro","NC","27401-","(336)617-6001","Guilford","HC","233 N Spring Street","Greensboro","NC","27401-","CHIRP HOLDINGS, LLC","HC3935",F,"090896",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Comfort Keepers #317","P.O. Box 4062","Greensboro","NC","27404-","(336)664-5787","Guilford","HC","1932 Fleming Road","Greensboro","NC","27410-","Age Marketing, Inc.","HC2564",F,"040652",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Community Health Care, Inc.","P.O. Box 1633","Greensboro","NC","27402-1633","(336)987-0585","Guilford","HC","512 Jonathan Lane","Greensboro","NC","27406-","Olivia S. Martin","HC1880",F,"000378",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Community Health Response Program","1203 Maple Street","Greensboro","NC","27405-","(336)641-3331","Guilford","HC","1203 Maple Street","Greensboro","NC","27405-","Guilford County Health Department","HC0511",F,"943778",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,T
"Compassion For The Elderly Agency","2 Centerview Drive","Greensboro","NC","27407-","(336)907-5737","Guilford","HC","2 Centerview Drive; Suite 42","Greensboro","NC","27407-","Compassion For The Elderly","HC4554",F,"120341",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Confidential Home Care Inc.","2415 Penny Road","High Point","NC","27265-","(336)275-5571","Guilford","HC","2415 Penny Road; Suite 101","High Point","NC","27265-","Confidential Home Care, Inc.","HC4806",F,"150471",F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Confidential Home Care, Inc.","709 East Market Street","Greensboro","NC","27401-","(336)275-5571","Guilford","HC","709 East Market Street; Suite 106","Greensboro","NC","27401-","Confidential Home Care, Inc.","HC1883",F,"000380",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Continuum Home Care of Greensboro","308 W. Meadowview Road","Greensboro","NC","27406-","(336)230-0534","Guilford","HC","308 W. Meadowview Road","Greensboro","NC","27406-","Continuum II Home Care & Hospice, Inc.","HC1362",F,"960005",F,F,T,F,F,T,F,F,T,F,T,T,T,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Dignity Healthcare, Inc.","P. O. Box 595","Summerfield","NC","27358-","(336)298-7248","Guilford","HC","6097 Windsor Farme Road","Summerfield","NC","27358-","Dignity Healthcare - Robin Moody Mullins","HC4627",F,"130401",F,F,T,F,T,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Diplomat Specialty Infusion Group","7167 East Kemper Road","Cincinnati","OH","45249-","(336)218-5086","Guilford","HC","4004 Spring Garden Street, Suite D","Greensboro","NC","27407-","BioRx, LLC","HC4562",F,"120414",F,F,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,T,F,F,F,F,F,F,F
"Elite Too Home Health Care, Inc.","1910 Abbott Street","Charlotte","NC","28203-","(336)663-6542","Guilford","HC","1175 Revoultion Mills Dr ; Suite L28R","Greensboro","NC","27405-","Elite Too Home Health Care, Inc.","HC3246",F,"051420",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Encompass Home Health of North Carolina","6683 N. Central Expwy.,","Dallas","TX","75206-3950","(336)274-6937","Guilford","HC","5 Oak Branch Drive, Suite 5E","Greensboro","NC","27401-2169","CareSouth HHA Holdings of Greensboro, LLC","HC0303",F,"923813",F,F,T,F,F,T,F,T,T,T,T,T,T,F,F,F,T,"347173","",0,0,12/31/2018,F,F,T,F,F,F,F,F,F,F
"Forever Young Home Care, LLC","403 F Parkway Avenue","Greensboro","NC","27401-","(336)740-9450","Guilford","HC","403 F Parkway Avenue","Greensboro","NC","27401-","Jennifer S. Parker","HC4229",F,"101122",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Foster's Care Facility, LLC","1320 Hamilton Plaza","High Point","NC","27262-","(336)254-7303","Guilford","HC","131 Paris Avenue; Suite #9 & #12","High Point","NC","27262-","Foster's Care Facility, LLC","HC4363",F,"110227",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,T
"Gentle Touch Home Care, LLC","P.O. Box 336","Carthage","NC","28327-","(336)434-6235","Guilford","HC","1208 S. Main St. 106","High Point","NC","27263-","Gentle Touch Home Care, LLC","HC3454",F,"060829",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Griswold Home Care","1400 Battleground Avenue","Greensboro","NC","27408-","(336)285-7477","Guilford","HC","1400 Battleground Avenue; Suite 122","Greensboro","NC","27408-","New Age Care Services, Inc.","HC4498",F,"110996",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Halikierra Home Care","1316 LaneRidge Court","Raleigh","NC","27603-","(252)226-2001","Guilford","HC","1304 Woodside Drive","Greensboro","NC","27405-","Halikierra Community Services, LLC","HC3367",F,"060328",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Hearthside Home Care, Inc.","4002 Spring Garden Street","Greensboro","NC","27407-1626","(336)808-1351","Guilford","HC","4002 Spring Garden Street; Suite A","Greensboro","NC","27407-1626","Hearthside Home Care, Inc.","HC1843",F,"000173",F,F,T,F,T,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Heritage Home Care of Greensboro, Inc.","P.O. Box 14896","Greensboro","NC","27406-","(336)471-3212","Guilford","HC","3924 South Holden Road","Greensboro","NC","27406-","Heritage Home Care Agency, Inc.","HC3586",F,"061385",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Home Care from Well-Spring Solutions","4100 Well Spring Drive","Greensboro","NC","27410-","(336)545-5446","Guilford","HC","3859 Battleground Avenue, Suite 301","Greensboro","NC","27410-","Well-Spring Home Care, LLC","HC3880",F,"090662",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Home Helpers and Direct Link #58735","5710 - K High Point Road","Greensboro","NC","27407-","(833)790-9645","Guilford","HC","301 South Elm Street #302","Greensboro","NC","27401-","Hmiel, LLC","HC4712",F,"150023",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Home Instead Senior Care","4615 Dundas Drive","Greensboro","NC","27407-","(336)294-0081","Guilford","HC","4615 Dundas Drive; Suite 101","Greensboro","NC","27407-","Carolina Lifestyles Senior Care, Inc.","HC3003",F,"050340",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Homewatch Care Givers of The Triad","110 Hepler Street","Kernersville,","NC","27284-","(336)455-9967","Guilford","HC","508 Arbor Hill Road","Kernersville,","NC","27284-","Heartwings Care, Inc.","HC3988",F,"100005",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Hospice and Palliative Care of Greensboro","2500 Summit Ave","Greensboro","NC","27405","(336)621-2500","Guilford","HC","2500 Summit Avenue","Greensboro","NC","27405-","Hospice at Greensboro, Inc.","HC0374",F,"953858",F,F,T,T,F,T,F,T,T,T,T,T,T,F,F,F,T,"347128","",0,0,12/31/2018,F,F,T,F,F,F,F,F,F,F
"In Home Quality Care","2 Terrace Way, Suite D","Greensboro","NC","27403-","(336)844-4684","Guilford","HC","2 Terrace Way, Suite D","Greensboro","NC","27403-","Reliance Health Source, LLC","HC4662",F,"140154",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"IntelliChoice Home Care","1840 Eastchester Drive","High Point","NC","27265-","(336)307-4440","Guilford","HC","1840 Eastchester Drive; Suite 104","High Point","NC","27265-","Intellichoice Staffing, LLC","HC4763",F,"150211",F,F,T,F,T,T,T,T,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,T,F,F,F,F,F,F,F
"Interim HealthCare of the Triad, Inc.","2526 Ward Blvd.","Wilson","NC","27893-","(336)282-9701","Guilford","HC","2100-T West Cornwallis Drive","Greensboro","NC","27408-","Interim HealthCare of the Triad, Inc.","HC1885",F,"000383",F,F,T,F,T,T,F,T,T,T,T,T,T,F,F,F,T,"347232","",0,0,12/31/2018,F,F,F,F,F,F,F,F,T,F
"Kindred at Home","LIcensing & Certification Dept","Overland Park","KS","66213-","(336)288-1181","Guilford","HC","3150  North Elm Street, Suite 102","Greensboro","NC","27408-3881","Gentiva Certified HealthCare Corp.","HC0952",F,"924035",F,F,T,F,F,T,F,T,T,T,T,T,T,F,F,F,T,"347075","",0,0,12/31/2018,F,F,F,F,F,F,F,F,T,F
"Liberty Home Care","1306 W. Wendover Avenue","Greensboro","NC","27408-","(336)545-9609","Guilford","HC","1306 W. Wendover Avenue; Suite 100","Greensboro","NC","27408-","Liberty Home Care, L.L.C.","HC1177",F,"925127",F,F,T,F,F,T,F,T,T,T,T,T,T,F,F,F,T,"347335","",0,0,12/31/2018,F,F,T,F,F,F,F,F,F,F
"Lincare, Inc.","19387 US 19 North","Clearwater","FL","33764-","(336)218-1156","Guilford","HC","301 Pomona Drive, Suite A & B","Greensboro","NC","27407-","Lincare, Inc.","HC1648",F,"980570",F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,T,F
"Living Well @ Home","5790 Fleet Street, Suite 300","Carlsbad","CA","92008-","(336)282-8870","Guilford","HC","3504 Flint Street","Greensboro","NC","27405-","Retirement Home Care, Inc.","HC1020",F,"944097",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Living Well Family Care","3407 West Wendover Avenue","Greensboro","NC","27407-","(336)763-6998","Guilford","HC","3407 West Wendover Avenue, Suite C","Greensboro","NC","27407-","Living Well Family Care, Inc.","HC4070",F,"100377",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Loving Care Home HealthCare Services, LLC","2404 Wheatfield Drive","Greensboro","NC","27405-2880","(336)545-0230","Guilford","HC","2307 West Cone Blvd; Suite 150-D","Greensboro","NC","27408-","Loving Care Home HealthCare Services, LLC","HC3071",F,"050606",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"MD Extension Specialized Nursing Care, LLC","717 Green Valley Road","Greensboro","NC","27408-","(330)501-1511","Guilford","HC","717 Green Valley Road; Suite 200  PMB-112","Greensboro","NC","27408-","MD Extension Specialized Nursing Care, LLC","HC4847",F,"160360",F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Maxim Healthcare Services","7227 Lee DeForest Drive","Columbia","MD","21046-","(336)852-3148","Guilford","HC","200 Centreport Drive; Suite 300","Greensboro","NC","27409-","Maxim Healthcare Services, Inc.","HC1334",F,"956833",F,F,T,F,F,T,F,T,T,F,F,F,F,F,T,T,F,"","",0,0,12/31/2018,F,F,T,F,F,F,F,F,F,F
"Mercy Mine Home Care Agency","2 Baliol Court","Greensboro","NC","27407-","(336)686-2932","Guilford","HC","2 Baliol Court","Greensboro","NC","27407-","Mercy Kakhu","HC4639",F,"130529",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Meriweather Home Nursing, Inc.","5399 Doggett Road","Browns Summit","NC","27214-8704","(336)272-9696","Guilford","HC","5399 Doggett Road","Browns Summit","NC","27214-8704","Meriweather Home Nursing, Inc.","HC1605",F,"980214",F,F,T,F,T,T,F,T,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Mission Medstaff","4108 Park Road, Suite 409","Charlotte","NC","28209-","(336)268-8887","Guilford","HC","2302 W. Meadowview Road","Greensboro","NC","27407-","Mission Medstaff, LLC","HC4005",F,"100070",F,F,T,F,T,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Moore Loving Home Health, LLC","7605 Flormont Drive","High Point","NC","27265-","(336)987-3014","Guilford","HC","7605 Flormont Drive","High Point","NC","27265-","Moore Loving Home Health, LLC","HC3616",F,"061473",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Mount Eagle Health Care","6000 Museum Drive","Winston Salem","NC","27105-","(336)283-5191","Guilford","HC","1 Centerview Drive, Sutie 203B","Greensboro","NC","27407-","Mount Eagle Health Care - Greensboro, LLC","HC2369",F,"030530",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Mount Eagle Health Care","4024 Oleander Drive","Wilmington","NC","28403-","(336)283-5191","Guilford","HC","4024 Oleander Drive, Suite 201","Wilmington","NC","28403-","Mount Eagle Health Care, Greensboro, LLC","HC4420",F,"110449",F,F,T,F,F,T,T,F,T,T,T,T,T,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Peace Zone Home Care, Inc.","4925 West Market Street","Greensboro","NC","27407-","(336)334-2205","Guilford","HC","4925 West Market Street; Unit 1113","Greensboro","NC","27407-","Peace Zone Home Care, Inc.","HC4761",F,"150209",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"PeaceHaven HomeCare, LLC","1791 Poplar Springs Road","Elkin","NC","28621-6115","(704)637-1300","Guilford","HC","2 Centerview Dr. Suite 35","Greensboro","NC","27407-","PeaceHaven HomeCare, LLC","HC4519",F,"120067",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Pennybyrn at Maryfield","109 Penny Road","High Point","NC","27260-","(336)821-4000","Guilford","HC","109 Penny Road","High Point","NC","27260-","Maryfield, Inc.","HC3653",F,"061523",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Personal Care, Inc.","809 Green Valley Road","Greensboro","NC","27408-","(336)274-9200","Guilford","HC","809 Green Valley Road, Suite 103","Greensboro","NC","27408-","Personal Care, Inc.","HC1635",F,"980501",F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Phoenix Home Care of the Triad","2412 Battleground Avenue","Greensboro","NC","27408-","(336)695-4330","Guilford","HC","2412 Battleground Avenue; Suite 101-B","Greensboro","NC","27408-","Phoenix Home Care of the Triad","HC4039",F,"100185",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Piedmont Home Health","2160-B Country Club Trail","Winston Salem","NC","27104-","(336)645-3890","Guilford","HC","4900 Koger Boulevard, Suite 150","Greensboro","NC","27407-","Piedmonth HomeHealth, Inc.","HC4967",F,"180008",F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Premier Home Health Care Services, Inc.","445 Hamilton Avenue","White Plains","NY","10601-","(336)889-4569","Guilford","HC","2783 Highway 68-South, Suite 101","High Point","NC","27265-","Premier Home Health Care Services, Inc.","HC0028",F,"943749",F,F,T,F,T,T,F,T,T,F,F,F,F,F,T,T,F,"","",0,0,12/31/2018,T,F,F,F,F,F,F,F,F,F
"Regional Home Care, Inc","1014 Homeland Avenue","Greensboro","NC","27405-","(336)987-3009","Guilford","HC","1014 Homeland Avenue; Suite 105","Greensboro","NC","27405-","Regional Home Care, Inc.","HC4263",F,"101238",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Reliable Home Care Services","2200-B East Market Street","Greensboro","NC","27401-6444","(336)510-9393","Guilford","HC","2200-B East Market Street","Greensboro","NC","27401-6444","Reliable Home Care Services, LLC","HC4509",F,"120005",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Rotech","3600 Vineland Road, Suite 114","Orlando","FL","32811-","(336)884-0497","Guilford","HC","1677 Westchester Drive, Suite 145","High Point","NC","27262-","Home Medical Systems, Inc.","HC1255",F,"945315",F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,T,F,F,F,F,F,F,F,F,F
"S & L Home Care Services, Inc.","5403 HighStream Court","Greensboro","NC","27407-","(336)294-1506","Guilford","HC","5501 Adams Farm Lane, Suite B","Greensboro","NC","27407-","S & L Home Care Services, Inc.","HC3582",F,"061381",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Senior Transitions Inc.","2414 Running Brook Drive","Greensboro","NC","27408-","(336)988-6460","Guilford","HC","2414 Running Brook Drive","Greensboro","NC","27408-","Senior Transitions, Inc.","HC4314",F,"110109",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Seniors Helping Seniors Guilford","4819 Weston Place","Jamestown","NC","27282-","(336)823-6217","Guilford","HC","4819 Weston Place","Jamestown","NC","27282-","G & F Senior Services","HC4818",F,"160006",F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Shipman Family Home Care, Inc.","1614 E. Market Street","Greensboro","NC","27401-","(336)272-7545","Guilford","HC","1614 E. Market Street","Greensboro","NC","27401-","Shipmam Family  Home Care, Inc.","HC1010",F,"944120",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Shipman Family Home Care, Inc.","1614 East Market Street","Greensboro","NC","27401-","(336)887-5375","Guilford","HC","155 North Point Avenue, Suite 106","High Point","NC","27265-","Shipman Family Home Care, Inc.","HC2256",F,"021263",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
"Skeen Services, Incorporated","717 Green Valley Road","Greensboro","NC","27408-","(336)275-0001","Guilford","HC","717 Green Valley Road; Suite 208","Greensboro","NC","27408-","Skeen Services, Incorporated","HC4702",F,"130422",F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,"","",0,0,12/31/2018,F,F,F,F,F,F,F,F,F,F
